Fid,Age,Gender,Street ,City,Latitude,Longitude,DateTime,Consumed_Power_Units,Sector,Division,Label
157.240.18.36-10.42.0.211-443-57161-6,62,Female,395 Elliott Street,Quesnel,52.977979,-122.504262,05-02-23 8:59,4644,Residential,Div11,1
172.217.11.33-10.42.0.42-443-43910-6,70,Female,920 S Lahakas Blvd,Kitimat,54.050409,-128.647481,05-02-23 9:13,4644,Transportation,Div7,1
10.42.0.211-10.42.0.1-2077-53-17,62,Male,920 S Lahakas Blvd,Kitimat,54.050409,-128.647481,05-02-23 9:34,2980,Commerical,Div6,0
10.42.0.211-10.42.0.1-27053-53-17,54,Male,920 S Lahakas Blvd,Kitimat,54.050409,-128.647481,05-02-23 9:42,12870,Commercial Shops,Div5,1
10.42.0.211-77.234.44.200-36277-80-6,75,Male,920 S Lahakas Blvd,Kitimat,54.050409,-128.647481,05-02-23 10:05,12870,Industrial,Div4,0
10.42.0.211-66.102.255.40-51872-443-6,68,Male,920 S Lahakas Blvd,Kitimat,54.050409,-128.647481,05-02-23 10:17,2215,Residential,Div3,0
10.42.0.211-119.146.74.49-38702-443-6,55,Male,1126 5th Avenue,Mcbride,53.301088,-120.163149,05-02-23 10:23,13058,Transportation,Div15,0
198.11.132.221-10.42.0.211-443-39972-6,56,Female,1126 5th Avenue,Mcbride,53.301088,-120.163149,05-02-23 10:31,2700,Commerical,Div12,1
172.217.12.206-10.42.0.151-443-52777-17,81,Female,1126 5th Avenue,Mcbride,53.301088,-120.163149,05-02-23 10:39,1540,Commercial Shops,Div11,0
10.42.0.211-10.42.0.1-30392-53-17,62,Male,1126 5th Avenue,Mcbride,53.301088,-120.163149,05-02-23 10:47,1280,Industrial,Div1,1
172.217.10.42-10.42.0.211-443-52822-6,59,Female,1126 5th Avenue,Mcbride,53.301088,-120.163149,05-02-23 11:07,1050,Residential,Div2,0
192.229.173.173-10.42.0.211-443-46006-6,59,Female,300 3rd Avenue W,Prince Rupert,54.313399,-130.324005,05-02-23 11:13,1090,Transportation,Div4,1
10.42.0.42-106.39.169.66-58305-80-6,62,Male,300 3rd Avenue W,Prince Rupert,54.313399,-130.324005,05-02-23 11:19,960,Commerical,Div10,0
10.42.0.211-10.42.0.1-10798-53-17,63,Male,300 3rd Avenue W,Prince Rupert,54.313399,-130.324005,05-02-23 11:24,960,Commercial Shops,Div11,1
10.42.0.211-10.42.0.1-4677-53-17,74,Male,300 3rd Avenue W,Prince Rupert,54.313399,-130.324005,05-02-23 11:26,1250,Industrial,Div7,1
10.42.0.211-31.13.69.197-38238-443-6,84,Female,300 3rd Avenue W,Prince Rupert,54.313399,-130.324005,05-02-23 11:41,250,Residential,Div6,0
172.217.12.194-10.42.0.211-443-46186-6,50,Female,1001 110th Avenue,Dawson Creek,55.750733,-120.23369,05-02-23 12:10,435,Transportation,Div5,1
10.42.0.211-34.225.147.89-42065-443-6,61,Male,1001 110th Avenue,Dawson Creek,55.750733,-120.23369,05-02-23 12:19,250,Commerical,Div4,0
158.85.48.236-10.42.0.211-5222-44414-6,68,Female,1001 110th Avenue,Dawson Creek,55.750733,-120.23369,05-02-23 12:26,250,Commercial Shops,Div3,0
174.129.31.175-10.42.0.211-443-41378-6,42,Male,1001 110th Avenue,Dawson Creek,55.750733,-120.23369,05-02-23 12:48,1780,Industrial,Div15,1
10.42.0.211-36.110.213.49-35166-80-6,62,Female,1001 110th Avenue,Dawson Creek,55.750733,-120.23369,05-02-23 12:53,1430,Residential,Div12,1
10.42.0.211-121.14.255.98-36741-80-6,62,Male,9900 100th Avenue,Fort St John,56.246612,-120.846061,05-02-23 13:08,4580,Transportation,Div11,0
10.42.0.151-104.192.110.245-36151-443-6,74,Male,9900 100th Avenue,Fort St John,56.246612,-120.846061,05-02-23 13:17,4580,Commerical,Div11,1
174.35.73.199-10.42.0.211-80-41845-6,63,Male,9900 100th Avenue,Fort St John,56.246612,-120.846061,05-02-23 13:21,4140,Commercial Shops,Div10,0
172.217.9.234-10.42.0.211-443-55914-6,71,Female,9900 100th Avenue,Fort St John,56.246612,-120.846061,05-02-23 13:24,1460,Industrial,Div1,1
10.42.0.211-10.42.0.1-58483-53-17,54,Male,9900 100th Avenue,Fort St John,56.246612,-120.846061,05-02-23 13:41,600,Residential,Div2,0
172.217.6.206-10.42.0.211-443-51334-6,63,Male,3793 Alfred Avenue,Smithers,54.778426,-127.174425,05-02-23 14:02,1245,Transportation,Div4,1
203.205.158.61-10.42.0.211-80-44728-6,73,Male,3793 Alfred Avenue,Smithers,54.778426,-127.174425,05-02-23 14:13,600,Commerical,Div10,0
10.42.0.211-10.42.0.1-24004-53-17,64,Female,3793 Alfred Avenue,Smithers,54.778426,-127.174425,05-02-23 14:50,1090,Commercial Shops,Div11,0
151.101.1.140-10.42.0.151-80-40408-6,60,Female,3793 Alfred Avenue,Smithers,54.778426,-127.174425,05-02-23 15:01,3930,Industrial,Div7,0
172.217.3.110-10.42.0.151-443-52887-6,70,Male,3793 Alfred Avenue,Smithers,54.778426,-127.174425,05-02-23 15:25,1266,Residential,Div6,0
10.42.0.211-10.42.0.1-24440-53-17,49,Female,140 Stuart Drive W,Fort St James,54.442725,-124.251476,05-02-23 15:41,1370,Transportation,Div5,0
10.42.0.151-10.42.0.1-27265-53-17,68,Male,140 Stuart Drive W,Fort St James,54.442725,-124.251476,05-02-23 15:54,1640,Commerical,Div4,1
10.42.0.211-10.42.0.1-43239-53-17,49,Female,140 Stuart Drive W,Fort St James,54.442725,-124.251476,05-02-23 15:54,5780,Commercial Shops,Div3,1
10.42.0.211-50.16.221.208-54646-443-6,49,Male,140 Stuart Drive W,Fort St James,54.442725,-124.251476,05-02-23 16:35,1100,Industrial,Div15,0
10.42.0.211-74.6.105.13-36510-443-6,56,Female,140 Stuart Drive W,Fort St James,54.442725,-124.251476,05-02-23 16:57,4140,Residential,Div12,0
172.217.6.206-10.42.0.151-443-36430-6,72,Male,3412 Kalum Street,Terrace,54.521851,-128.586395,05-02-23 17:03,1390,Transportation,Div7,0
180.149.153.234-10.42.0.211-80-49688-6,64,Female,3412 Kalum Street,Terrace,54.521851,-128.586395,05-02-23 17:08,1235,Commerical,Div6,1
172.217.10.130-10.42.0.211-443-53123-6,45,Female,3412 Kalum Street,Terrace,54.521851,-128.586395,05-02-23 17:17,-83,Commercial Shops,Div5,1
10.42.0.211-103.235.46.39-57314-80-6,49,Male,3412 Kalum Street,Terrace,54.521851,-128.586395,05-02-23 17:27,4140,Industrial,Div4,1
10.42.0.211-121.12.98.64-40893-80-6,61,Female,3412 Kalum Street,Terrace,54.521851,-128.586395,05-02-23 17:28,4140,Residential,Div3,1
172.217.3.110-10.42.0.151-443-49815-6,67,Female,3202 14th Street,Houston,54.396218,-126.652811,08-02-23 8:13,1235,Transportation,Div15,1
10.42.0.1-10.42.0.42-53-37177-17,43,Female,3202 14th Street,Houston,54.396218,-126.652811,08-02-23 8:15,4140,Commerical,Div12,0
10.42.0.42-104.97.95.172-47382-80-6,61,Female,3202 14th Street,Houston,54.396218,-126.652811,08-02-23 8:20,1090,Commercial Shops,Div11,1
172.217.6.227-10.42.0.151-443-43357-6,61,Male,3202 14th Street,Houston,54.396218,-126.652811,08-02-23 8:25,250,Industrial,Div1,0
172.217.9.238-10.42.0.151-443-42588-6,76,Female,3202 14th Street,Houston,54.396218,-126.652811,08-02-23 8:32,4140,Residential,Div2,0
10.42.0.42-54.192.38.154-59384-443-6,74,Female,904 Brightwell Street,Stewart,55.939636,-129.990761,08-02-23 8:37,250,Transportation,Div4,0
10.42.0.151-10.42.0.1-9225-53-17,67,Female,904 Brightwell Street,Stewart,55.939636,-129.990761,08-02-23 8:38,1790,Commerical,Div10,1
172.217.10.234-10.42.0.151-443-40745-6,69,Male,904 Brightwell Street,Stewart,55.939636,-129.990761,08-02-23 8:45,4840,Commercial Shops,Div11,0
172.217.10.74-10.42.0.42-443-55083-6,52,Female,904 Brightwell Street,Stewart,55.939636,-129.990761,08-02-23 8:50,1190,Industrial,Div7,1
180.163.15.184-10.42.0.211-80-51354-6,49,Female,904 Brightwell Street,Stewart,55.939636,-129.990761,08-02-23 8:58,22042,Residential,Div6,0
10.42.0.211-10.42.0.1-8706-53-17,73,Male,1444 Edmonton Street,Prince George,53.911607,-122.762841,08-02-23 9:06,-1959,Transportation,Div5,1
172.217.12.129-10.42.0.211-443-34253-6,36,Male,1444 Edmonton Street,Prince George,53.911607,-122.762841,08-02-23 9:09,-469,Commerical,Div4,0
172.217.6.234-10.42.0.211-443-44970-6,45,Male,1444 Edmonton Street,Prince George,53.911607,-122.762841,08-02-23 9:22,-1942,Commercial Shops,Div3,1
172.217.7.132-10.42.0.211-443-34877-6,63,Male,1444 Edmonton Street,Prince George,53.911607,-122.762841,08-02-23 9:44,-2611,Industrial,Div15,1
10.42.0.42-62.138.0.117-59502-80-6,47,Female,1444 Edmonton Street,Prince George,53.911607,-122.762841,08-02-23 10:01,50,Residential,Div12,0
10.42.0.211-23.21.95.195-40799-443-6,53,Female,188 Discovery Avenue,Atlin,59.574828,-133.704315,08-02-23 10:03,1370,Transportation,Div11,1
10.42.0.211-10.42.0.1-13561-53-17,67,Female,188 Discovery Avenue,Atlin,59.574828,-133.704315,08-02-23 10:53,1340,Commerical,Div10,0
172.217.12.206-10.42.0.42-443-37626-6,81,Male,188 Discovery Avenue,Atlin,59.574828,-133.704315,08-02-23 11:14,50,Commercial Shops,Div1,0
172.217.12.195-10.42.0.211-443-44833-6,68,Male,188 Discovery Avenue,Atlin,59.574828,-133.704315,08-02-23 11:18,50,Industrial,Div2,1
10.42.0.42-104.192.110.245-45764-80-6,63,Female,188 Discovery Avenue,Atlin,59.574828,-133.704315,08-02-23 11:39,2160,Residential,Div4,1
10.42.0.151-52.216.64.219-34907-443-6,64,Female,2510 62 Highway,Hazelton,55.259776,-127.651112,08-02-23 11:51,2495,Transportation,Div10,0
10.42.0.211-31.13.71.1-42393-443-6,72,Female,2510 62 Highway,Hazelton,55.259776,-127.651112,08-02-23 11:56,1390,Commerical,Div11,1
10.42.0.151-74.125.22.138-43684-443-6,67,Female,2510 62 Highway,Hazelton,55.259776,-127.651112,08-02-23 12:06,1280,Commercial Shops,Div7,0
175.100.207.232-10.42.0.211-80-54253-6,67,Female,2510 62 Highway,Hazelton,55.259776,-127.651112,08-02-23 12:14,3222,Industrial,Div6,1
10.42.0.151-10.42.0.1-53365-53-17,62,Male,2510 62 Highway,Hazelton,55.259776,-127.651112,08-02-23 12:21,2137,Residential,Div5,0
163.177.93.222-10.42.0.151-80-40365-6,64,Female,5125 50th Street,Chetwynd,55.695724,-121.630641,08-02-23 12:28,1640,Transportation,Div4,1
10.42.0.211-103.7.30.118-33470-80-6,80,Female,5125 50th Street,Chetwynd,55.695724,-121.630641,08-02-23 12:29,1372,Commerical,Div3,0
216.58.219.202-10.42.0.151-443-52857-6,31,Female,5125 50th Street,Chetwynd,55.695724,-121.630641,08-02-23 12:41,2287,Commercial Shops,Div15,0
203.205.158.56-10.42.0.42-80-52914-6,63,Male,5125 50th Street,Chetwynd,55.695724,-121.630641,08-02-23 12:44,9870,Industrial,Div12,0
172.217.11.46-10.42.0.211-443-52326-6,56,Female,5125 50th Street,Chetwynd,55.695724,-121.630641,08-02-23 12:45,1372,Residential,Div11,0
10.42.0.211-52.7.141.209-40045-443-6,63,Male,5217 Airport Drive,Fort Nelson,58.807963,-122.695524,08-02-23 12:52,1372,Transportation,Div1,0
216.58.219.195-10.42.0.151-443-40047-6,50,Female,5217 Airport Drive,Fort Nelson,58.807963,-122.695524,08-02-23 12:54,1372,Commerical,Div2,1
10.42.0.42-61.135.185.139-58133-80-6,67,Male,5217 Airport Drive,Fort Nelson,58.807963,-122.695524,08-02-23 12:57,1372,Commercial Shops,Div4,1
10.42.0.211-64.71.142.96-49122-80-6,78,Female,5217 Airport Drive,Fort Nelson,58.807963,-122.695524,08-02-23 12:59,1372,Industrial,Div10,0
157.56.52.23-10.42.0.42-40033-37401-6,69,Male,5217 Airport Drive,Fort Nelson,58.807963,-122.695524,08-02-23 13:03,2132,Residential,Div11,0
10.42.0.211-72.21.206.121-32786-443-6,79,Female,3209 Oceanview Drive,Queen Charlotte,53.254868,-132.070526,08-02-23 13:07,1340,Transportation,Div11,0
239.255.255.250-10.42.0.151-1900-52089-17,69,Female,3209 Oceanview Drive,Queen Charlotte,53.254868,-132.070526,08-02-23 13:46,1800,Commerical,Div7,1
10.42.0.151-63.250.200.101-43729-443-6,79,Female,3209 Oceanview Drive,Queen Charlotte,53.254868,-132.070526,08-02-23 13:53,12740,Commercial Shops,Div6,1
172.217.3.106-10.42.0.151-443-44798-6,71,Female,3209 Oceanview Drive,Queen Charlotte,53.254868,-132.070526,08-02-23 14:17,3315,Industrial,Div5,1
10.42.0.151-64.71.142.110-48335-443-6,68,Female,3209 Oceanview Drive,Queen Charlotte,53.254868,-132.070526,08-02-23 14:27,1410,Residential,Div4,1
203.205.158.63-10.42.0.151-80-51961-6,66,Male,1475 Edmonton Street,Prince George,53.911251,-122.763153,08-02-23 14:33,1050,Transportation,Div3,1
202.77.129.54-10.42.0.211-80-51344-6,81,Female,1475 Edmonton Street,Prince George,53.911251,-122.763153,08-02-23 14:43,5023,Commerical,Div15,0
10.42.0.211-123.125.29.220-34655-80-6,66,Female,3412 Kalum Street,Terrace,54.521851,-128.586395,08-02-23 14:47,1220,Commercial Shops,Div12,1
10.42.0.211-69.147.82.61-41644-443-6,83,Male,3412 Kalum Street,Terrace,54.521851,-128.586395,08-02-23 14:50,1370,Industrial,Div11,0
192.229.173.173-10.42.0.211-80-51974-6,68,Male,111-250 Douglas Avenue,Fort St James,54.442345,-124.250281,08-02-23 14:53,650,Residential,Div1,0
172.217.12.206-10.42.0.151-443-36731-6,67,Female,220 Front Street,Tumbler Ridge,55.125373,-121.00198,08-02-23 15:13,1370,Transportation,Div2,0
10.42.0.211-119.146.74.34-49509-80-6,76,Female,5500 Hospital Road,Chetwynd,55.69602,-121.646382,08-02-23 15:49,160200,Commerical,Div4,1
172.217.12.206-10.42.0.151-443-52060-17,60,Male,1 Hagen Street,Granisle,54.885652,-126.207011,08-02-23 16:00,1295,Commercial Shops,Div10,0
198.11.136.24-10.42.0.151-443-52088-6,75,Male,904 Brightwell Street,Stewart,55.939636,-129.990761,08-02-23 16:09,5000,Industrial,Div11,1
219.142.78.217-10.42.0.211-80-51974-6,74,Male,5217 Airport Drive,Fort Nelson,58.807963,-122.695524,08-02-23 16:14,2185,Residential,Div7,0
172.217.12.176-10.42.0.42-443-39196-6,70,Female,10309 Kyllo Street,Hudson's Hope,56.026604,-121.914866,08-02-23 16:16,1235,Transportation,Div6,1
10.42.0.151-87.240.165.91-57260-443-6,68,Female,741 Centre Street,Burns Lake,54.23549,-125.76,08-02-23 16:27,1235,Commerical,Div5,0
172.217.12.174-10.42.0.42-443-35037-17,70,Male,1001 110th Avenue,Dawson Creek,55.750733,-120.23369,08-02-23 16:42,3050,Commercial Shops,Div4,1
173.194.204.138-10.42.0.151-443-32941-6,71,Female,1445 5th Avenue,Valemount,52.83206,-119.270254,08-02-23 16:45,1090,Industrial,Div3,1
172.217.12.205-10.42.0.151-443-52929-17,62,Female,2520 Harrison Avenue,Masset,54.012317,-132.151708,08-02-23 16:52,250,Residential,Div15,0
239.255.255.250-10.42.0.42-1900-57773-17,73,Male,3412 Kalum Street,Terrace,54.521851,-128.586395,08-02-23 17:14,250,Transportation,Div12,1
10.42.0.1-10.42.0.42-53-65089-17,57,Male,45 Centennial Drive,Mackenzie,55.337663,-123.101227,09-02-23 8:10,250,Commerical,Div11,0
10.42.0.211-10.42.0.1-16906-53-17,54,Male,3299 Hospital Road,Vanderhoof,54.029158,-124.009248,09-02-23 8:54,250,Commercial Shops,Div11,0
172.217.6.225-10.42.0.151-443-54005-6,79,Male,300 3rd Avenue W,Prince Rupert,54.313399,-130.324005,09-02-23 9:15,250,Industrial,Div10,1
10.42.0.151-31.13.71.1-50134-443-6,65,Female,1444 Edmonton Street,Prince George,53.911607,-122.762841,09-02-23 9:51,250,Residential,Div1,1
10.42.0.211-104.192.110.245-48398-80-6,60,Female,3793 Alfred Avenue,Smithers,54.778426,-127.174425,09-02-23 10:13,250,Transportation,Div2,0
10.42.0.42-103.235.46.212-52972-443-6,67,Male,2510 62 Highway,Hazelton,55.259776,-127.651112,09-02-23 10:38,250,Commerical,Div4,1
172.217.12.206-10.42.0.151-443-42147-6,50,Male,3202 14th Street,Houston,54.396218,-126.652811,09-02-23 10:48,250,Commercial Shops,Div10,0
172.217.12.206-10.42.0.151-443-41418-6,57,Male,523 Front Street,Quesnel,52.980639,-122.498671,09-02-23 10:53,550,Industrial,Div11,1
203.205.158.52-10.42.0.211-80-59974-6,73,Female,920 S Lahakas Blvd,Kitimat,54.050409,-128.647481,09-02-23 10:59,250,Residential,Div7,0
10.42.0.151-23.199.25.36-49007-80-6,56,Male,130 Chowsunket Street,Fraser Lake,54.059109,-124.849774,09-02-23 11:03,550,Transportation,Div6,1
10.42.0.211-23.21.95.195-38423-443-6,76,Female,10115 110th Avenue,Fort St John,56.255165,-120.850481,09-02-23 11:33,250,Commerical,Div5,0
192.229.163.180-10.42.0.211-443-50430-6,57,Male,1136 5th Avenue,Mcbride,53.300909,-120.16308,09-02-23 11:42,550,Commercial Shops,Div4,0
10.42.0.211-10.42.0.1-51052-53-17,77,Male,1108 3rd Avenue,Prince George,53.916104,-122.742826,09-02-23 11:44,2609,Industrial,Div3,0
10.42.0.151-10.42.0.1-46149-53-17,79,Male,1108 3rd Avenue,Prince George,53.916104,-122.742826,09-02-23 12:03,550,Residential,Div15,0
10.42.0.1-10.42.0.42-53-52142-17,75,Female,102- 1302 7th Ave,Prince George,53.914492,-122.748838,09-02-23 12:19,550,Transportation,Div12,0
10.42.0.151-76.13.28.196-33132-443-6,62,Female,4542 Park Avenue,Terrace,54.518142,-128.584199,09-02-23 12:34,550,Commerical,Div11,1
216.58.219.234-10.42.0.211-443-37837-6,71,Male,4542 Park Avenue,Terrace,54.518142,-128.584199,09-02-23 12:39,550,Commercial Shops,Div1,1
131.253.61.80-10.42.0.151-443-53127-6,54,Male,4542 Park Avenue,Terrace,54.518142,-128.584199,09-02-23 13:00,1706,Industrial,Div2,0
172.217.11.36-10.42.0.151-443-35963-6,79,Male,4542 Park Avenue,Terrace,54.518142,-128.584199,09-02-23 13:11,1305,Residential,Div4,0
10.42.0.211-52.71.229.141-53273-443-6,51,Female,1705 3rd Avenue,Prince George,53.918973,-122.752895,09-02-23 13:38,1250,Transportation,Div10,0
10.42.0.151-31.13.71.3-41507-443-6,42,Male,1705 3rd Avenue,Prince George,53.918973,-122.752895,09-02-23 13:44,380,Commerical,Div11,1
172.217.10.138-10.42.0.42-443-33157-6,45,Male,1705 3rd Avenue,Prince George,53.918973,-122.752895,09-02-23 13:49,1197,Commercial Shops,Div7,1
172.217.3.110-10.42.0.151-443-55109-6,57,Male,1705 3rd Avenue,Prince George,53.918973,-122.752895,09-02-23 13:56,1540,Industrial,Div6,1
172.217.10.142-10.42.0.42-443-32936-6,79,Female,8407 112th Avenue,Fort St John,56.256892,-120.817122,09-02-23 14:29,1112,Residential,Div5,1
10.42.0.151-10.42.0.1-55618-53-17,73,Male,8407 112th Avenue,Fort St John,56.256892,-120.817122,09-02-23 14:43,3938,Transportation,Div4,1
10.42.0.151-104.244.43.99-41238-443-6,68,Male,8407 112th Avenue,Fort St John,56.256892,-120.817122,09-02-23 15:44,2349,Commerical,Div3,0
10.42.0.42-85.93.5.83-37866-80-6,71,Female,8407 112th Avenue,Fort St John,56.256892,-120.817122,09-02-23 15:47,261,Commercial Shops,Div15,1
10.42.0.211-35.186.239.179-55073-80-6,35,Male,1600 15th Avenue,Prince George,53.910442,-122.760717,09-02-23 15:50,332,Industrial,Div12,0
172.217.10.142-10.42.0.42-443-47095-6,76,Female,1600 15th Avenue,Prince George,53.910442,-122.760717,09-02-23 15:57,1350,Residential,Div11,0
10.42.0.151-31.13.80.5-50317-443-6,81,Male,543 Front Street,Quesnel,52.981739,-122.498817,09-02-23 16:07,1190,Transportation,Div10,0
10.42.0.211-61.135.185.139-54827-80-6,69,Male,543 Front Street,Quesnel,52.981739,-122.498817,09-02-23 16:12,2152,Commerical,Div1,1
10.42.0.42-85.93.5.109-45394-80-6,69,Female,1019 Broughton Street,Vancouver,49.28552,-123.133627,09-02-23 16:16,4490,Commercial Shops,Div2,0
10.42.0.42-47.93.76.169-47227-80-6,65,Female,1019 Broughton Street,Vancouver,49.28552,-123.133627,09-02-23 16:20,1860,Industrial,Div4,1
10.42.0.211-10.42.0.1-46056-53-17,69,Female,1019 Broughton Street,Vancouver,49.28552,-123.133627,09-02-23 16:24,1340,Residential,Div10,0
10.42.0.211-125.39.133.40-57604-80-6,61,Male,1784 E Hastings Street,Vancouver,49.281209,-123.068375,09-02-23 16:26,450,Transportation,Div11,1
169.45.248.113-10.42.0.211-5222-38905-6,56,Female,1725 Venables Street,Vancouver,49.276815,-123.070066,09-02-23 16:29,3008,Commerical,Div7,0
10.42.0.151-106.11.92.6-53730-443-6,51,Female,1725 Venables Street,Vancouver,49.276815,-123.070066,09-02-23 16:33,1790,Commercial Shops,Div6,1
10.42.0.211-64.71.142.96-53661-443-6,76,Female,1725 Venables Street,Vancouver,49.276815,-123.070066,09-02-23 16:36,250,Industrial,Div5,1
10.42.0.211-106.39.169.66-54158-443-6,79,Female,1725 Venables Street,Vancouver,49.276815,-123.070066,09-02-23 16:36,1370,Residential,Div4,0
172.217.11.46-10.42.0.151-443-53761-6,60,Female,1725 Venables Street,Vancouver,49.276815,-123.070066,09-02-23 16:40,750,Transportation,Div3,1
10.42.0.42-31.13.71.36-59610-443-6,54,Male,200-147 West 16th Street,North Vancouver,49.322058,-123.070428,09-02-23 16:43,450,Commerical,Div15,0
10.42.0.1-10.42.0.42-53-64946-17,49,Male,200-147 West 16th Street,North Vancouver,49.322058,-123.070428,09-02-23 16:46,-638,Commercial Shops,Div12,0
10.42.0.151-10.42.0.1-21335-53-17,38,Male,200-147 West 16th Street,North Vancouver,49.322058,-123.070428,09-02-23 17:00,-1358,Industrial,Div11,1
10.42.0.1-10.42.0.42-53-42690-17,64,Female,200-147 West 16th Street,North Vancouver,49.322058,-123.070428,09-02-23 17:09,-437,Residential,Div1,1
172.217.10.110-10.42.0.151-443-34211-6,31,Female,200-147 West 16th Street,North Vancouver,49.322058,-123.070428,09-02-23 17:25,-2443,Transportation,Div2,0
10.42.0.151-103.43.91.20-38611-443-6,54,Male,6831 Artaban Street,Powell River,49.865311,-124.527625,09-02-23 17:28,1190,Commerical,Div4,1
220.243.219.55-10.42.0.211-80-46314-6,52,Male,101 E Cordova Street,Vancouver,49.28246,-123.101925,09-02-23 17:30,840,Commercial Shops,Div10,0
192.229.173.173-10.42.0.211-80-55571-6,49,Male,101 E Cordova Street,Vancouver,49.28246,-123.101925,09-02-23 17:35,980,Industrial,Div11,1
10.42.0.211-10.42.0.1-23905-53-17,62,Male,107-2430 King George Blvd.,Surrey,49.031119,-122.800796,10-02-23 8:07,-240865,Residential,Div7,0
10.42.0.211-10.42.0.1-49917-53-17,56,Male,404 Hawks Avenue,Vancouver,49.280912,-123.087099,10-02-23 8:11,1800,Transportation,Div6,1
10.42.0.151-10.42.0.1-5009-53-17,79,Female,404 Hawks Avenue,Vancouver,49.280912,-123.087099,10-02-23 8:14,1280,Commerical,Div5,0
172.217.10.138-10.42.0.211-443-36530-6,33,Male,107-2430 King George Blvd.,Surrey,49.031119,-122.800796,10-02-23 8:18,2450,Commercial Shops,Div4,0
182.22.120.252-10.42.0.151-443-43857-6,78,Male,9145 King George Blvd.,Surrey,49.16906,-122.846187,10-02-23 8:25,2900,Industrial,Div3,0
10.42.0.1-10.42.0.42-53-50538-17,71,Female,135 Dunlevy Avenue,Vancouver,49.283638,-123.095364,10-02-23 8:48,1430,Residential,Div15,0
10.42.0.211-104.193.88.109-54964-80-6,68,Female,135 Dunlevy Avenue,Vancouver,49.283638,-123.095364,10-02-23 9:04,1650,Transportation,Div12,0
172.217.8.3-10.42.0.151-443-59173-6,57,Male,135 Dunlevy Avenue,Vancouver,49.283638,-123.095364,10-02-23 9:10,3336,Commerical,Div2,1
10.42.0.211-10.42.0.1-64661-53-17,76,Female,105-2481 McCallum Road,Abbotsford,49.047289,-122.293969,10-02-23 9:17,1375,Commercial Shops,Div4,1
172.217.6.238-10.42.0.151-443-51534-6,74,Female,4690 Salish Way,Agassiz,49.240037,-121.765695,10-02-23 9:29,6230,Industrial,Div10,0
172.217.6.228-10.42.0.211-443-44828-6,64,Female,4690 Salish Way,Agassiz,49.240037,-121.765695,10-02-23 9:33,950,Residential,Div11,0
174.35.73.93-10.42.0.151-80-43794-6,59,Female,45360 Hodgins Avenue,Chilliwack,49.168703,-121.969045,10-02-23 9:42,1280,Transportation,Div7,0
10.42.0.211-121.12.98.85-55354-80-6,57,Male,9097 120 Street,Delta,49.168381,-122.890519,10-02-23 9:52,1370,Commerical,Div6,1
10.42.0.151-10.42.0.1-23645-53-17,70,Male,9097 120 Street,Delta,49.168381,-122.890519,10-02-23 10:14,2310,Commercial Shops,Div5,1
172.217.6.234-10.42.0.151-443-56275-6,63,Female,9097 120 Street,Delta,49.168381,-122.890519,10-02-23 10:31,1270,Industrial,Div4,1
10.42.0.211-59.38.112.48-34266-443-6,62,Female,9097 120 Street,Delta,49.168381,-122.890519,10-02-23 10:43,1280,Residential,Div3,1
172.217.10.99-10.42.0.42-443-50426-17,62,Female,9097 120 Street,Delta,49.168381,-122.890519,10-02-23 10:52,1370,Transportation,Div15,1
10.42.0.211-106.11.176.1-52834-443-6,67,Female,5000 Bridge Street,Delta,49.09135,-123.08501,10-02-23 11:00,1430,Commerical,Div12,0
10.42.0.211-123.125.29.138-38005-443-6,45,Male,9097 120 Street,Delta,49.168381,-122.890519,10-02-23 11:06,3590,Commercial Shops,Div11,1
10.42.0.211-106.39.162.36-46998-80-6,66,Female,9097 120 Street,Delta,49.168381,-122.890519,10-02-23 11:14,650,Industrial,Div1,0
10.42.0.211-10.42.0.1-13377-53-17,42,Male,9097 120 Street,Delta,49.168381,-122.890519,10-02-23 11:41,1465,Residential,Div2,0
203.205.158.53-10.42.0.42-80-50113-6,49,Female,9097 120 Street,Delta,49.168381,-122.890519,10-02-23 12:00,1208,Transportation,Div4,0
10.42.0.211-103.235.46.39-47985-80-6,68,Male,9097 120 Street,Delta,49.168381,-122.890519,10-02-23 12:21,1640,Commerical,Div10,1
172.217.6.234-10.42.0.151-443-53347-6,56,Female,9097 120 Street,Delta,49.168381,-122.890519,10-02-23 12:25,1860,Commercial Shops,Div11,0
10.42.0.211-66.198.178.88-47746-443-6,50,Male,5000 Bridge Street,Delta,49.09135,-123.08501,10-02-23 12:33,1559,Industrial,Div7,1
10.42.0.211-121.12.98.64-58427-80-6,30,Female,5000 Bridge Street,Delta,49.09135,-123.08501,10-02-23 12:37,3905,Residential,Div6,0
10.42.0.211-104.192.110.245-53752-443-6,68,Female,5000 Bridge Street,Delta,49.09135,-123.08501,10-02-23 12:39,3905,Transportation,Div5,1
10.42.0.211-23.206.166.66-46195-80-6,58,Female,9097 120 Street,Delta,49.168381,-122.890519,10-02-23 12:42,1050,Commerical,Div4,0
10.42.0.211-10.42.0.1-57695-53-17,53,Male,9097 120 Street,Delta,49.168381,-122.890519,10-02-23 12:48,435,Commercial Shops,Div3,1
10.42.0.151-10.42.0.1-29955-53-17,66,Female,400 Park Street,Hope,49.37838,-121.440717,10-02-23 12:54,1090,Industrial,Div15,1
10.42.0.42-119.146.74.49-58610-443-6,63,Female,400 Park Street,Hope,49.37838,-121.440717,10-02-23 12:57,1305,Residential,Div12,0
